,titles,dates,writer,text
60,Ini Bahayanya Jika Hewan Kucing Memakan Bawang," Senin, 27 Desember 2021 | 15:07 WIB ",Sumber: Catster," MOMSMONEY.ID - Bawang putih bagi manusia kerap dijadikan sebagai bahan penyedap agar masakan menjadi lebih enak dan sedap. Tak hanya itu, bawang juga memiliki sejumlah manfaat untuk kesehatan tubuh manusia. Sayangnya, bawang putih tidak boleh diberikan sebagai cemilan atau bahkan mencampurkannya ke dalam makanan kucing. Duh, kenapa ya?  Bawang putih merupakan bagian dari keluarga allium, bersama dengan daun bawang, bawang merah, dan bawang bombai. Dilansir dari Catster.com, bawang bisa sangat beracun bagi kucing, bahkan dalam dosis sesedikit satu siung kecil pun bisa sangat fatal. Bawang mengandung sulfoksida dan disulfida. Zat ini dapat membuat sel darah merah kucing pecah sehingga menyebabkan anemia hemolitik. Jenis anemia ini dapat membuat kucing lelah, mempengaruhi kinerja fisik, dan mental kucing.         Baca Juga: Kucing Peliharaan Anda Menolak Makan? Ini 5 Kemungkinan Penyebabnya   Dalam kasus terparah, keracunan bawang putih pada kucing dapat menyebabkan kerusakan organ, kegagalan organ, atau kematian. Sementara kasus ringan, dapat menyebabkan gastroenteritis (sakit perut, muntah, dan diare).  Jika sebagai pemilik Anda berasumsi hanya sekadar memberikan bumbu pada pakan kucing agar lebih enak, secara teratur hal ini akan merugikan kesehatan kucing seiring waktu. Kucing tidak membutuhkan bumbu pada makanannya, tetapi Anda bisa memberikan jus ikan tuna sedikit di makanan biasanya untuk menambah aroma.  Anda mungkin pernah mendengar bahwa bawang putih dapat mencegah kutu pada kucing, tetapi risiko yang didapat akan tetap sama bahayanya. Ada banyak cara yang bisa Anda lakukan untuk mencegah kutu selain menggunakan bawang.  Baca Juga: Ini 4 Cara Mengatasi Hairball pada Kucing   Lalu, bagaimana jika kucing tanpa sengaja memakan bawang putih?  Umumnya, gejala keracunan bawang putih akan muncul dalam waktu dua hingga empat hari. Tanda-tanda yang muncul antara lain air liur berlebih, mual, iritasi mulut, muntah, diare, lesu, gangguan pernapasan, kelemahan, dan gusi pucat. Nafsu makannya mungkin juga akan terganggu. Jika tanda-tanda ini parah, sebaiknya Anda harus segera mengunjungi dokter hewan.  Namun, Anda tetap bisa mencegah kemungkinan kucing memakan bawang putih dengan menjaga penyimpanan bawang di tempat yang tak mungkin terjamah oleh kucing. Anda juga tak boleh sembarangan memberikan makanan lauk manusia kepada kucing, apalagi jika makanan itu mengandung bawang putih yang banyak. Jangan ragu untuk meminta makanan yang disetujui dokter hewan Anda.  Cek Berita dan Artikel yang lain di Google News              Editor: Anggi Miftasha                                   INDEKS BERITA         Bahaya bawang putih bagi kucing Bawang Putih Makanan Manusia yang Beracun untuk Kucing Makanan yang beracun bagi kucing Makanan yang berbahaya untuk kucing                        "
61,Ketahui 5 Manfaat Bawang Putih untuk Kesehatan Reproduksi Pria," Minggu, 26 Desember 2021 | 06:30 WIB ",Reporter: Helvana Yulian," MOMSMONEY.ID - Manfaat bawang putih untuk pria sangat baik apalagi untuk kesehatan reproduksi. Bawang putih dikenal mengandung senyawa allicin, vitamin C, fosfor, protein, dan zat besi, dilansir dari Healthline.  Menurut sebuah penelitian, manfaat bawang putih untuk pria juga mampu menurunkan risiko timbulnya Benign Prostatic Hyperplisia (BPH) yang merupakan kondisi pembesaran prostat jinak, dilansir dari Everyday Health.         Selain itu, manfaat bawang putih untuk pria sangat direkomendasikan bagi perokok aktif. Terdapat kandungan allyl sulfida pada bawang putih yang berfungsi untuk memperbaiki DNA yang rusak.   Baca Juga: Cara Pencegahan Kanker Ovarium yang Perlu Anda Ketahui   Inilah mengapa bawang putih dinilai sangat baik dikonsumsi untuk mencegah penyakit kanker paru. Dilansir dari beberapa sumber, berikut manfaat bawang putih untuk pria yang wajib diketahui.   1. Menjaga kesehatan prostat  Manfaat bawang putih untuk pria sangat baik untuk menjaga kesehatan prostat. Kelenjar prostat sendiri merupakan kelenjar eksokrin yang letaknya ada di dalam panggul yang cenderung dekat dengan lokasi dari kandung kemih.   Ternyata kelenjar prostat berperan penting dalam menentukan kesuburan pria. Prostat memiliki fungsi untuk mengeluarkan cairan yang melindungi sperma.   2. Meningkatkan produksi testosteron  Manfaat bawang putih untuk pria adalah meningkatan produksi testosteron. Jenis hormon yang sangat penting sebagai hormon yang mendukung sistem reproduksi pria.   Hormon testosteron juga sangat berpengaruh pada jumlah produksi sperma pria. Pada saat terjadinya proses pembuahan, hormon testosteron inilah yang akan membentuk genital pria pada janin.   3. Menghindari disfungsi ereksi  Manfaat bawang putih untuk pria adalah mampu menjaga fungsi dari alat reproduksi. Mengonsumsi bawang putih sangat dipercaya akan kemampuannya dalam mencegah disfungsi ereksi.   Baca Juga: Inilah 5 Manfaat Pil KB Selain untuk Kontrasepsi   4. Menciptakan wangi bagi pria  Mungkin manfaat bawang putih untuk pria ini terdengar aneh, namun percaya atau tidak banyak wanita yang berpandangan jika wangi tubuh pria yang khas ternyata sangat menarik.  Manfaat bawang putih untuk pria adalah dapat menciptakan wangi khas pria.   5. Menambah gairah seksual  Bagi kaum pria, posisi yang tepat bisa membuat pasangan mencapai orgasme atau bahkan multiorgasme. Tentu manfaat bawang putih untuk pria ini akan menjadi kebanggan diri sendiri.   Bukan menjadi hal yang baru, karena memang bawang putih sejak lama telah diketahui memiliki khasiat penting bagi pria dalam peningkatan gairah seksualnya.   Pastikan berkonsultasi dengan dokter apakah makan bawang putih mentah aman atau tidak bagi Anda. Dengan ini, manfaat bawang putih bisa Anda dapatkan dengan maksimal.    Cek Berita dan Artikel yang lain di Google News              Editor: Helvana Yulian                                   INDEKS BERITA         Bawang Putih untuk Kesehatan Reproduksi Pria Ketahui 5 Manfaat Bawang Putih untuk Kesehatan Reproduksi Pria Manfaat Bawang Putih untuk Kesehatan Reproduksi Pria Bawang Putih Bawang Putih Mentah Bawang Putih untuk Kesehatan Pria                        "
62,"Aturan Berbeda, Bawang Putih Berpotensi Langka","Sabtu, 04 Desember 2021 | 08:09 WIB ",Reporter: Helvana Yulian,"   Kontan + Kompas.id : Rp 95.000 Hemat hingga 55%   Berlangganan    Reporter: Vendy Yhulia Susanto | Editor: Adinda Ade Mustami  KONTAN.CO.ID-JAKARTA. Bawang putih berpotensi langka lantaran ada perbedaan dua aturan importasi. Padahal, kedua aturan ini merupakan produk turunan dari Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja.  Ketua Perkumpulan Pelaku Usaha Bawang Putih dan Sayuran Umbi Indonesia (Pusbarindo) Valentino mengatakan, ketentuan importasi tersebut pertama, Peraturan Menteri Perdagangan Nomor 20/2021 tentang Kebijakan dan Pengaturan Impor. Beleid ini tidak memerlukan rekomendasi impor produk hortikultura (RIPH) untuk persetujuan impor (PI) bawang putih.     Ini Artikel Spesial Segera berlangganan sekarang untuk memperoleh informasi yang lebih lengkap.    Rp 20K     PAKET 1 Bulan   BERLANGGANAN    Rp 99K  HEMAT 17%  PAKET 6 Bulan   BERLANGGANAN    POPULER   Rp 190K  HEMAT 21%  PAKET 12 Bulan   BERLANGGANAN     PAKET LAIN Rp 120K KONTAN DIGITAL PREMIUM ACCESS  Business Insight Epaper Harian + Mingguan Arsip Epaper 30 Hari    BERLANGGANAN      LOGIN atau       Hanya Rp 5.000 untuk membaca artikel ini.  BELI SEKARANG       "
63,"Aturan Berbeda, Bawang Putih Berpotensi Langka","Sabtu, 04 Desember 2021 | 08:09 WIB ",Reporter: Helvana Yulian,"   Kontan + Kompas.id : Rp 95.000 Hemat hingga 55%   Berlangganan    Reporter: Vendy Yhulia Susanto | Editor: Adinda Ade Mustami  KONTAN.CO.ID-JAKARTA. Bawang putih berpotensi langka lantaran ada perbedaan dua aturan importasi. Padahal, kedua aturan ini merupakan produk turunan dari Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja.  Ketua Perkumpulan Pelaku Usaha Bawang Putih dan Sayuran Umbi Indonesia (Pusbarindo) Valentino mengatakan, ketentuan importasi tersebut pertama, Peraturan Menteri Perdagangan Nomor 20/2021 tentang Kebijakan dan Pengaturan Impor. Beleid ini tidak memerlukan rekomendasi impor produk hortikultura (RIPH) untuk persetujuan impor (PI) bawang putih.     Ini Artikel Spesial Segera berlangganan sekarang untuk memperoleh informasi yang lebih lengkap.    Rp 20K     PAKET 1 Bulan   BERLANGGANAN    Rp 99K  HEMAT 17%  PAKET 6 Bulan   BERLANGGANAN    POPULER   Rp 190K  HEMAT 21%  PAKET 12 Bulan   BERLANGGANAN     PAKET LAIN Rp 120K KONTAN DIGITAL PREMIUM ACCESS  Business Insight Epaper Harian + Mingguan Arsip Epaper 30 Hari    BERLANGGANAN      LOGIN atau       Hanya Rp 5.000 untuk membaca artikel ini.  BELI SEKARANG       "
64,Begini cara konsumsi bawang putih untuk mengatasi asam urat," Jumat, 03 Desember 2021 | 21:10 WIB   Reporter: Tri Sulistiowati ",Reporter: Helvana Yulian,"  KONTAN.CO.ID - JAKARTA. Asam urat bisa memicu komplikasi penyakit bila dibiarkan. Ini aturan konsumsi bawang putih untuk mengatasi asam urat.   Asam urat bukanlah penyakit yang menular tapi asam urat bisa menyerang siapa saja, laki-laki atau perempuan.          Baca Juga: 5 Buah yang baik dikonsumsi penderita asam urat   Mengutip dari situs resmi Kementerian Kesehatan, umumnya penyakit asam urat mulai menyerang seseorang saat menginjak usia 30 tahun.   Seseorang menderita asam urat karena adanya peningkatan produksi asam urat dalam tubuh. Sehingga, asam urat menumpuk dan mengendap di dalam sendi-sendi.   Hal ini menyebabkan seseorang merasa nyeri sendi di bagian tertentu. Umumnya, penderita asam urat menderita nyeri di bagian jempol kaki.   Penderita pasti merasa tidak nyaman dan sulit beraktivitas saat asam urat kambuh.   Asal tahu saja, penyakit asam urat dipicu oleh sejumlah faktor salah satunya adalah mengonsumsi makanan mengandung purin tinggi secara berlebihan.   Mengutip dari situs Kompas.com, beberapa jenis makanan yang mengandung purin tinggi adalah jeroan, otak sapi, kembang kol, dan hati sapi.   Umumya, penderita minum obat resep dokter untuk menurunkan kadar asam urat. Cara lainnya, penderita asam urat juga bisa minum obat herbal untuk mengobati penyakitnya. Bawang putihobat asam urat Ada cukup banyak jenis obat herbal yang bermanfaat untuk menurunkan asam urat tinggi.   Salah satunya adalah Bawang putih. Mengutip dari buku berjudul Penyakit Asam Urat Kandas Berkat Herbal, bawang putih mengandung antioksidan yang bisa membantu menurunkan asam urat tinggi.   Melansir dari Tribunnews.com, Anda cukup mengonsumsi tiga siung bawang putih mentah setiap hari untuk menurunkan asam urat tinggi.   Sebaiknya Anda tidak mengonsumsi makanan dan minuman yang mengandung purin tinggi selama masa pengobatan.   Selain itu, Anda sebaiknya mulai olahraga secara rutin agar kadar asam urat terkontrol.   Baca Juga: Asam urat naik? Merica bisa menurunkan asam urat tinggi   Cek Berita dan Artikel yang lain di Google News             Editor: Tri Sulistiowati                                   INDEKS BERITA                          Tag    unlisted Jangan Lewatkan Asam Urat Asam urat naik cara menurunkan asam urat Obat herbal asam urat Bawang Putih Manfaat Bawang Putih               "
65,"Menurunkan kolesterol, inilah 5 manfaat bawang putih"," Kamis, 02 Desember 2021 | 11:45 WIB   Penulis: Belladina Biananda ",Reporter: Helvana Yulian,"  KONTAN.CO.ID - JAKARTA. Bukan lagi jadi rahasia jika ada banyak manfaat bawang putih yang bisa Anda dapatkan. Hal itu berasal dari banyaknya nutrisi penting dalam bawang putih yang dibutuhkan tubuh. Misalnya, vitamin C, antioksidan, mangan, dan lain-lain.  Mengutip dari Health Grades (healthgrades.com), mengonsumsi bawang putih dapat mengendurkan pembuluh darah dan melancarkan aliran darah. Artinya, bahan alami tersebut cocok dijadikan obat hipertensi alami.         Selain menurunkan tekanan darah tinggi, masih banyak manfaat lain yang bisa Anda dapat dari mengonsumsi bawang putih. Anda bisa mencampur bawang putih dengan makanan bergizi lain supaya kesehatan Anda secara keseluruhan bisa terjaga. Menurunkan Kolesterol Tak hanya berguna sebagai obat hipertensi, bawang putih dapat menurunkan risiko penyakit kardiovaskular dengan cara mengurangi jumlah kolesterol. Manfaat bawang putih itu bisa Anda dapat jika mengonsumsinya secara rutin. Jadi, cobalah untuk memasukkannya ke dalam menu sehat Anda tiap hari.  Baca Juga: Bahannya mudah didapat! Ini teh herbal yang efektif menurunkan kadar gula darah  Menjaga Kesehatan Kulit   Manfaat bawang putih selanjutnya yang tidak boleh Anda lupakan adalah bahan alami itu mampu menjaga kesehatan kulit Anda. Kandungan antibakteri, antijamur, dan antioksidan mampu menangani berbagai macam masalah kulit yang Anda alami.  Jika Anda memiliki banyak jerawat, cobalah untuk menggosokkan bawang putih mentah ke area kulit yang berjerawat. Tujuannya agar bakteri penyebab jerawat bisa berkurang. Namun, Anda perlu berhati-hati jika ingin melakukannya, apalagi bagi pemilik tipe kulit sensitif. Memperkuat Tulang Dengan mengonsumsi bawang putih secara rutin, jumlah estrogen dalam tubuh akan meningkat. Hal itu berpengaruh terhadap kepadatan tulang pada wanita yang sudah mengalami menopause. Artinya, bawang putih dapat menurunkan risiko osteoporosis atau osteoartritis.  Cobalah untuk mengonsumsi bawang putih bersama sumber makanan lain yang bermanfaat untuk kondisi tulang Anda. Misalnya, produk olahan susu, sayuran hijau, kacang-kacangan, atau ikan.  Baca Juga: Begini cara konsumsi bawang merah untuk mengobati batuk dan pilek  Mencegah Pikun   Rutin mengonsumsi bawang putih bisa menurunkan risiko pikun, lho. Antioksidan dalam bahan alami itu membantu tubuh melawan kerusakan oksidatif dari radikal bebas. Dengan begitu, risiko pikun, penyakit alzheimer, atau penyakit lain dapat Anda hindari. Mengobati Flu Health Grades mengatakan bahwa bawang putih dapat meningkatkan sistem imun tubuh. Artinya, tingkat keparahan dan durasi flu yang Anda alami pun dapat berkurang. Sebuah penelitian menunjukkan risiko partisipan mengalami flu turun sebanyak 63% setelah mengonsumsi suplemen bawang putih secara rutin.  Cek Berita dan Artikel yang lain di Google News             Editor: Belladina Biananda                                   INDEKS BERITA                          Tag    Jangan Lewatkan unlisted Bawang Putih Bawang putih obat tekanan darah tinggi bawang putih sebagai obat herbal Manfaat Bawang Putih Manfaat Bawang Putih Ampuh Turunkan Kolesterol Bawang Putih untuk Turunkan Kolesterol manfaat bawang putih untuk tubuh manfaat bawang putih untuk tubuh yang sudah terbukti khasiatnya.                "
66,"Resep Ikan Geprek Krispi Sambal Bawang, Sajian Makan Malam Nikmat Bareng Keluarga"," Selasa, 30 November 2021 | 16:03 WIB ",Sumber: Dapur Kobe," MOMSMONEY.ID - Jika pada umumnya menu geprek berbahan utama ayam, lantas kini berganti. Bukan ayam lagi rupanya. Ada yang bisa tebak apa? Yup, jawabannya adalah ikan.  Ikan geprek mungkin terdengar cukup asing di telinga Moms. Tapi sebenarnya, tak ada bedanya antara ayam geprek dengan ikan geprek ini.         Baca Juga: Intip Resep Simpel Sarapan Buritto Mie ala Meksiko, Yuk!   Ikan yang dipilih pun berjenis nila. Ikan ini akan dibalur tepung basah dan tepung kering supaya semakin krispi ketika digoreng.  Namun tak afdol rasanya jika makan ikan geprek tak pakai sambal bawang. Pada resep kali ini, MomsMoney juga menyuguhkan resep sambal bawang yang pedasnya nendang banget!  Ikan geprek sambal bawang bisa dibuat hanya dalam waktu 30 menit saja. Menu ikan geprek sambal bawang ini sangat cocok disuguhkan untuk jadi menu makan malam Moms sekeluarga! Pastinya menu makan malam akan semakin nikmat, ya.  Baca Juga: Intip Pola Makan yang Baik untuk Usia 40 Tahun-an, Yuk!   Moms ingin cepat-cepat lihat resepnya? Baik, MomsMoney akan memberikan resep Ikan geprek sambal bawang ala Dapur Kobe ini sekarang juga, berikut ini!  Bahan Ikan Geprek:  400 gram ikan nila, bersihkan. 210 gram tepung krispi 12 sdm air Minyak secukupnya  Baca Juga: Resep Pisang Meler dengan Sensasi Coklat yang Meleleh di Mulut   Bahan Sambal Bawang:  10 cabe rawit merah. Diiris. 5 siug bawang merah 2 siung bawang putih 1 batang sereh. Diiris halus bagian putihnya saja. 3 lembar daun jeruk 1 sdt terasi sangrai yang dihaluskan 2 bauh jeruk limau  Baca Juga: 3 Cara Alami Hilangkan Karat yang Menempel pada Pisau Dapurmu   Petunjuk Pembuatan Ikan Geprek:  Cuci bersih ikan nila, lalu beri perasan jeruk nipis. Sisihkan. Campurkan 3 sdm tepung krispi dengan air, lalu aduk rata hingga menjadi adonan. Masukkan ikan nila ke dalam adonan basah tadi dan diamkan selama 15 menit. Ambil ikan yang sudah direndam di dalam adonan basah. Balurkan ke dalam sisa tepung kering hingga tertutup tepung. Goreng ikan dalam minyak panas hingga berwarna kuning kecoklatan. Angkat dan tiriskan.  Baca Juga: Trik Hidangkan Makanan Agar Menarik Secara Visual Seperti di Restoran   Petunjuk Pembuatan Sambal Bawang:  Rajang halus bawang merah, sereh, cabe rawit merah, dan daun jeruk. Letakkan dalam mangkuk. Panaskan 5 sdm minyak goreng, lalu tumis bawang putih sampai harum. Angkat panas-panas tumisan dengan minyaknya. Tuang ke dalam mangkuk berisi rajangan halus tadi. Aduk sambal sampai rata, lalu tambahkan terasi dan perasan jeruk limau. Geprek ikan nila goreng tadi dan tata di piring. Terakhir, tuang sambal bawang di atasnya. Ikan Geprek Sambal Bawang siap disajikan.  Cek Berita dan Artikel yang lain di Google News              Editor: Raissa Yulianti                                   INDEKS BERITA         Resep Ikan Geprek Sambal Bawang Ikan Geprek Sambal Bawang Ikan Geprek Krispi Sambal Bawang Ikan Geprek resep masakan Resep Masakan Berbahan Dasar Ikan  Resep Masakan Ikan Resep masakan enak Resep Masakan yang Disukai Keluarga                        "
67, Inilah 5 Manfaat Daun Bawang Ternyata juga Baik untuk Ibu Hamil," Minggu, 28 November 2021 | 14:00 WIB ",Reporter: Helvana Yulian," MOMSMONEY.ID - Konsumsi daun bawang untuk ibu hamil bermanfaat berkat berbagai kandungan nutrisinya. Daun bawang dikenal memiliki kandungan kalsium, folat, vitamin A, B, dan C, kalium, zat besi, serta fosfor, dikutip dari Mayo Clinic.  Daun bawang sarat dengan fitonutrien, nutrisi, dan kalori rendah. Karena sifat pencahar, antiseptik, antibakteri, diuretik dan antispasmodik, daun bawang membantu mencegah dan mengobati berbagai masalah kesehatan dikutip dari Healthline.         Daun bawang menyediakan banyak nutrisi dan mineral dengan harga yang sangat terjangkau. Berikut ini sejumlah manfaat daun bawang bagi ibu hamil yang bisa Anda temukan ketika rutin mengonsumsi daun bawang.   Baca Juga: 5 Tanaman Herbal yang Bisa Menyembuhkan Penyakit Cacar Air   1. Mengatur tekanan darah  Menurut American Heart Association (AHA), tekanan darah dikatakan normal jika angkanya berkisar dari 91/60 mmHg hingga 120/80 mmHg.   Ibu hamil harus menjaga tekanan darahnya di angka normal agar tidak terjadi komplikasi pada kandungannya.  Makan daun bawang saat hamil dapat membantu mencegah preeklamsia, hipertensi gestasional, dan persalinan prematur.    2. Mencegah diabetes gestasional  Daun bawang mengandung kromium yang dapat membantu menjaga kadar gula darah tetap terkendali. Kandungan ini juga mengurangi dan menghindarkan dari resistensi insulin.   Dengan manfaat tersebut, ibu hamil dapat mencegah penyakit diabetes gestasional. Melansir Mayo Clinic, diabetes gestasional adalah diabetes yang bisa dialami selama masa kehamilan.   Penyakit ini dapat berpengaruh pada kehamilan dan kesehatan bayi. Jadi, sangat penting untuk menjaga kadar gula ibu hamil tetap normal.    3. Memperkuat sistem kekebalan tubuh   Daun bawang merupakan salah satu sumber vitamin C. Kandungan ini sangat penting untuk memperkuat daya tahan tubuh ibu hamil.  Selain itu, vitamin C penting untuk meningkatkan kemampuan tubuh dalam menyerap zat besi.    Bagi ibu hamil, vitamin C juga baik bagi pertumbuhan dan perbaikan jaringan di seluruh tubuh. Kerusakan jaringan tubuh dan peradangan bisa teratasi dengan vitamin C.    Baca Juga: Kenali Manfaat Paprika untuk Kesehatan Tubuh   4. Menyehatkan saluran pencernaan  Daun bawang merupakan sumber serat yang bagus dan dapat membantu meningkatkan kesehatan sistem pencernaan.    Menurut University of Rochester Medical Center, Amerika Serikat, hormon progesteron saat hamil dapat menyebabkan relaksasi otot polos. Hal ini dapat memperlambat sistem pencernaan dan menimbulkan ketidaknyamanan, misalnya konstipasi dan mual.    Khasiat daun bawang untuk ibu hamil dapat mencegah sembelit dan menjaga kesehatan saluran pencernaan.    5. Menurunkan kadar gula darah  Kadar gula yang tinggi adalah awal mula berbagai penyakit kronis, salah satunya diabetes. Senyawa sulfur dalam allium yang terkandung dalam daun bawang, telah terbukti efektif menurunkan kadar gula darah.    Itulah beberapa manfaat daun bawang yang baik untuk ibu hamil. Jaga pola makan bergizi seimbang dan gaya hidup sehat lainnya demi menjaga kondisi kehamilan.   Cek Berita dan Artikel yang lain di Google News              Editor: Helvana Yulian                                   INDEKS BERITA         Daun Bawang Manfaat Daun Bawang Manfaat Daun Bawang Juga Baik untuk Kesehatan Ibu Hamil Manfaat Daun Bawang untuk Ibu Hamil Manfaat Daun Bawang untuk Kesehatan Ibu Hamil Tak Hanya Pelengkap Masakan, Ini Manfaat Daun Bawang untuk Kesehatan Tidak Hanya Menjadi Penyedap Masakan, Manfaat Daun Bawang Juga Baik untuk Kesehatan Ibu Hamil                        "
68,Begini cara konsumsi bawang merah untuk mengobati batuk dan pilek," Kamis, 25 November 2021 | 17:44 WIB   Reporter: Tri Sulistiowati ",Reporter: Helvana Yulian,"  KONTAN.CO.ID - JAKARTA. Bawang merah mengandung antioksidan dan mineral lainnya yang ampuh melawan batuk dan pilek.   Bawang merah populer di tanah air. Umumnya, bawang merah dijadikan taburan makanan seperti sate, sup, sampai nasi hangat.          Baca Juga: Tidak ingin menderita penyakit kronis? Ini makanan yang menyehatkan usus   Siapa sangka bawang merah yang memiliki citarasa manis dan pedas ini menyimpan banyak manfaat untuk kesehatan.   Mengutip dari NDTV, bawang merah memiliki kalori rendah dan tinggi nutrisi.  Selain itu, bawang merah mengandung zat besi, kalium, folat, magnesium, fosfor, dan quercetin, serta belerang.   Para ahli kesehatan sepakat bila bawang merah bisa menyembuhkan pilek, batuk, demam tinggi, sakit tenggorokan, dan meningkatkan kekebalan tubuh.   Untuk merasakan manfaatnya, Anda cukup memotong bawang merah segar lalu merendamnya dalam air minum sekitar enam sampai delapan jam.   Anda minum air rendaman bawang merah tiga sampai empat sendok makan tiga kali sehari.   Baca Juga: Penelitian: Kedelai efektif menurunkan risiko diabetes dan penyakit jantung   Cek Berita dan Artikel yang lain di Google News             Editor: Tri Sulistiowati                                   INDEKS BERITA                          Tag    unlisted Jangan Lewatkan Bawang Merah Batuk Pilek               "
69,Ini takaran konsumsi bawang putih yang efektif mengatasi asam urat," Kamis, 18 November 2021 | 10:24 WIB   Reporter: Tri Sulistiowati ",Reporter: Helvana Yulian,"  KONTAN.CO.ID - JAKARTA. Bawang putih memiliki banyak manfaat untuk kesehatan, salah satunya mengatasi asam urat. Ini takaran konsumsi bawang putih untuk meredakan asam urat.   Asam urat, penyakit yang cukup banyak dikeluhkan orang-orang di tanah air. Bahkan, orang-orang yang baru menginjak usia 30 tahun mulai banyak yang menderita penyakit radang sendi ini.          Baca Juga: 5 Buah yang baik dikonsumsi penderita asam urat   Seseorang menderita asam urat karena adanya peningkatan produksi asam urat dalam tubuh. Sehingga, asam urat menumpuk dan mengendap di dalam sendi-sendi.   Hal ini menyebabkan seseorang merasa nyeri sendi di bagian tertentu. Umumnya, penderita asam urat menderita nyeri di bagian jempol kaki.   Penderita pasti merasa tidak nyaman dan sulit beraktivitas saat asam urat kambuh.   Asal tahu saja, penyakit asam urat dipicu oleh sejumlah faktor salah satunya adalah mengonsumsi makanan mengandung purin tinggi secara berlebihan.   Mengutip dari situs Kompas.com, beberapa jenis makanan yang mengandung purin tinggi adalah jeroan, otak sapi, kembang kol, dan hati sapi.   Umumya, penderita minum obat resep dokter untuk menurunkan kadar asam urat. Cara lainnya, penderita asam urat juga bisa minum obat herbal untuk mengobati penyakitnya. Bawang putih obat asam urat Ada cukup banyak jenis obat herbal yang bermanfaat untuk menurunkan asam urat tinggi.   Salah satunya adalah Bawang putih. Mengutip dari buku berjudul Penyakit Asam Urat Kandas Berkat Herbal, bawang putih mengandung antioksidan yang bisa membantu menurunkan asam urat tinggi.   Melansir dari Tribunnews.com, Anda cukup mengonsumsi tiga siung bawang putih mentah setiap hari untuk menurunkan asam urat tinggi.   Sebaiknya Anda tidak mengonsumsi makanan dan minuman yang mengandung purin tinggi selama masa pengobatan.   Selain itu, Anda sebaiknya mulai olahraga secara rutin agar kadar asam urat terkontrol.   Baca Juga: Asam urat naik? Merica bisa menurunkan asam urat tinggi  Selanjutnya: Asam urat tak kunjung reda? Kunyit efektif menurunkan asam urat tinggi     Cek Berita dan Artikel yang lain di Google News             Editor: Tri Sulistiowati                                   INDEKS BERITA                          Tag    unlisted Jangan Lewatkan Asam Urat Asam urat naik cara menurunkan asam urat Obat herbal asam urat Bawang Putih Manfaat Bawang Putih               "
